Id,JrcId,HasMicrochip,Microchip,MicrochipType,BreederId,OwnerId,TrainerId,SireId,DamId,Name,Type,IsTattooed,IsImported,CountryBredId,Gender,ColorId,IsTurnedOut,IsEnabled,IsRegistered,FoaledAt,RegisteredAt,LastRacedAt,LastWorkedOutAt,CreatedAt
19210045,,False,,0,,,,,,REGAL ROMAN,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19210065,,False,,0,,,,,,APPLEBY,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19220043,,False,,0,,,,,,GLENMAKERIN,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19220063,,False,,0,,,,,,MOTHER GOOSE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19230021,,False,,0,,,,,,RUNEBB,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19230061,,False,,0,,,,,,FRIARS CARSE,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19230081,,False,,0,,,,,,SWEET LAVENDER,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19230107,,False,,0,,,,,,TRAFFIC,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19230127,,False,,0,,,,,,SISTER STELLA,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19240029,,False,,0,,,,,,SARITA,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19250027,,False,,0,,,,,,JEANNE D'ARC,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19250047,,False,,0,,,,,,BLESSINGS,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19251622,,False,,0,,,,,,STEPHANIE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19260025,,False,,0,,,,,,LA TROIENNE,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19260045,,False,,0,,,,,,ARIADNE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19260065,,False,,0,,,,,,SWEEP OUT,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19260085,,False,,0,,,,,,DUSTWHIRL (USA),1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19270023,,False,,0,,,,,,SUNSTROKE,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19270043,,False,,0,,,,,,BELOVED,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19270063,,False,,0,,,,,,ALCIBIADES(USA),1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19270109,,False,,0,,,,,,PEACE,1,0,0,,4,9.0,0,1,0,,,,,2020-09-15 06:26:10
19280041,,False,,0,,,,,,SELKA,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19280061,,False,,0,,,,,,NOGARA,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19280081,,False,,0,,,,,,MAH MAHAL,1,0,0,,4,9.0,0,1,0,,,,,2020-09-15 06:26:10
19280107,,False,,0,,,,,,LADY OF THE SNOWS,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19280147,,False,,0,,,,,,BABA KENNY,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19290029,,False,,0,,,,,,TOLBOOTH,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19290049,,False,,0,,,,,,SEKHMET,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19290069,,False,,0,,,,,,BRUSHUP,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19290089,,False,,0,,,,,,BUCK BARN,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19300026,,False,,0,,,,,,LAVENDULA (FR),1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19300046,,False,,0,,,,,,SISTER SARAH,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19300066,,False,,0,,,,,,BLACK QUEEN,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19300086,,False,,0,,,,,,QUICKLY,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19300102,,False,,0,,,,,,LA CHICA,1,0,0,,4,9.0,0,1,0,,,,,2020-09-15 06:26:10
19310024,,False,,0,,,,,,FAIRY SLIPPER,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19310044,,False,,0,,,,,,CUPDENE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19310064,,False,,0,,,,,,DALMARY,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19320022,,False,,0,,,,,,MUMTAZ BEGAM,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19320042,,False,,0,,,,,,BLOODROOT,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19320062,,False,,0,,,,,,BANISH FEAR,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19320082,,False,,0,,,,,,MYRTLEWOOD,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19328720,,False,,0,,,,,,FOR WHY,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19330040,,False,,0,,,,,,MARY TERRY,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19330060,,False,,0,,,,,,COSQUILLA,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19330080,,False,,0,,,,,,KONG,1,0,0,,4,9.0,0,1,0,,,,,2020-09-15 06:26:10
19330106,,False,,0,,,,,,TWO BOB,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19330126,,False,,0,,,,,,ART PAPER,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19330146,,False,,0,,,,,,LIZ F.,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19340028,,False,,0,,,,,,LITTLE KATIE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19340048,,False,,0,,,,,,RUSTOM MAHAL,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19340053,,False,,0,,,,,,GOOD SELKA,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19340068,,False,,0,,,,,,CINQUEPACE,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19340088,,False,,0,,,,,,LADY GLORY,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19340104,,False,,0,,,,,,PERLETTE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19350026,,False,,0,,,,,,MIYAKO,1,0,0,,4,9.0,0,1,0,,,,,2020-09-15 06:26:10
19350046,,False,,0,,,,,,WILD VIOLET,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19350066,,False,,0,,,,,,BRANSOME,1,0,0,,4,9.0,0,1,0,,,,,2020-09-15 06:26:10
19360004,,False,,0,,,,,,LA CLOCHE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19360024,,False,,0,,,,,,WAR SWEPT,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19360044,,False,,0,,,,,,OUTDONE,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19360064,,False,,0,,,,,,BLACK POLLY,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19370022,,False,,0,,,,,,STEPPING DAY,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19370042,,False,,0,,,,,,THORN APPLE,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19370062,,False,,0,,,,,,SUN PRINCESS,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19370082,,False,,0,,,,,,ARBITRATOR,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19370108,,False,,0,,,,,,SNOWBERRY,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19370128,,False,,0,,,,,,ALPOISE,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19370148,,False,,0,,,,,,BOOLA BROOK,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19370168,,False,,0,,,,,,COLOSSEUM,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19370188,,False,,0,,,,,,QUICK ARROW,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19370204,,False,,0,,,,,,JACQUELINE,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19370224,,False,,0,,,,,,HELEN GLEASON,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19370244,,False,,0,,,,,,WISE ALLY,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19380020,,False,,0,,,,,,PRECOCITY,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19380040,,False,,0,,,,,,BUCREYE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19380060,,False,,0,,,,,,REVENGEFUL,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19380080,,False,,0,,,,,,VOLUPTAS,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19380106,,False,,0,,,,,,TRAFFIC COURT,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19380126,,False,,0,,,,,,IMPERATRICE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19380166,,False,,0,,,,,,BLINKING OWL,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19380186,,False,,0,,,,,,COMMOTION,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19380222,,False,,0,,,,,,BIG EVENT,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19380242,,False,,0,,,,,,UP THE HILL,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19380444,,False,,0,,,,,,HYDROPLANE II,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19390028,,False,,0,,,,,,JEANNE'S POISE,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19390048,,False,,0,,,,,,MAJIDEH,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19390068,,False,,0,,,,,,HOT GANETA,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19390088,,False,,0,,,,,,BELLAGAMBA,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19390124,,False,,0,,,,,,FICKLE,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19390144,,False,,0,,,,,,CORALIE,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19390164,,False,,0,,,,,,MISSMAHOOT,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19390184,,False,,0,,,,,,BUSINESSLIKE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19390200,,False,,0,,,,,,NATIVE GAL,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19390220,,False,,0,,,,,,MISS DOGWOOD,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19400025,,False,,0,,,,,,DUCHESS ANITA,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19400045,,False,,0,,,,,,FLICKA,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19400065,,False,,0,,,,,,CAPPELLINA,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19400085,,False,,0,,,,,,BASHFUL,1,0,0,,4,9.0,0,1,0,,,,,2020-09-15 06:26:10
19400101,,False,,0,,,,,,SOURCE SUCREE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19400121,,False,,0,,,,,,LIFE HILL,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19400141,,False,,0,,,,,,LA REIGH,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19400161,,False,,0,,,,,,VENETA,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19400181,,False,,0,,,,,,DOUBLOON,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19410003,,False,,0,,,,,,TEMORA,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19410023,,False,,0,,,,,,FIRST FIDDLE,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19410043,,False,,0,,,,,,CYBELLE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19410063,,False,,0,,,,,,CAMELINA,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19410083,,False,,0,,,,,,ESTORIL,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19410109,,False,,0,,,,,,KNIGHTS DAUGHTER,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19410149,,False,,0,,,,,,DUNSINANE,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19410407,,False,,0,,,,,,STEPWISELY,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19410705,,False,,0,,,,,,BLUE MANTLE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19420021,,False,,0,,,,,,GOOD BLOOD,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19420041,,False,,0,,,,,,WAR DAMSEL,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19420061,,False,,0,,,,,,RIAGENO,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19420081,,False,,0,,,,,,ADMIRAL'S LADY,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19420107,,False,,0,,,,,,KARAKAL,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19420127,,False,,0,,,,,,CHASTE LADY,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19420132,,False,,0,,,,,,BE FAITHFUL,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19420147,,False,,0,,,,,,GAGA,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19420167,,False,,0,,,,,,BOURTAI,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19420187,,False,,0,,,,,,SEGULA,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19420203,,False,,0,,,,,,WE HAIL,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19421664,,False,,0,,,,,,VERTU,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19430009,,False,,0,,,,,,SOLITUDE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19430029,,False,,0,,,,,,BLUE GEM,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19430049,,False,,0,,,,,,EASTERN LIGHT,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19430069,,False,,0,,,,,,WHITE ROCKET,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19430089,,False,,0,,,,,,GEISHA,1,0,0,,4,9.0,0,1,0,,,,,2020-09-15 06:26:10
19430105,,False,,0,,,,,,STEADY AIM,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19430145,,False,,0,,,,,,ROMANELLA,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19430165,,False,,0,,,,,,ROUSED,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19430185,,False,,0,,,,,,S. BEE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19430307,,False,,0,,,,,,GOLDEN GLOW,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19431248,,False,,0,,,,,,MARGERY DAW,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19431480,,False,,0,,,,,,MARION K,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19440007,,False,,0,,,,,,SCARLET,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19440047,,False,,0,,,,,,RONA,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19440067,,False,,0,,,,,,BLUE EYED MOMO,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19440087,,False,,0,,,,,,SNOW BUNNY,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19440103,,False,,0,,,,,,BIMLETTE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19440143,,False,,0,,,,,,SHELLO,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19440163,,False,,0,,,,,,LADY ANGELA,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19440183,,False,,0,,,,,,CAMARGO,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19440209,,False,,0,,,,,,ROUGH SHOD,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19440229,,False,,0,,,,,,GOOD EXAMPLE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19440249,,False,,0,,,,,,LOUISIANA LOU,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19440269,,False,,0,,,,,,MERMAID (USA),1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19440441,,False,,0,,,,,,MAE QUEEN,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19440461,,False,,0,,,,,,MISS DISCO,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19440749,,False,,0,,,,,,GONDOLINE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19442265,,False,,0,,,,,,TORTOSA,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19450005,,False,,0,,,,,,WINTER DUMPLING,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19450025,,False,,0,,,,,,LURLINE B,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19450045,,False,,0,,,,,,FEDELA,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19450065,,False,,0,,,,,,MILLY,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19450085,,False,,0,,,,,,FAIRY PALACE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19450101,,False,,0,,,,,,KANACE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19450121,,False,,0,,,,,,AURELIE,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19450141,,False,,0,,,,,,SISITER MILES,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19450181,,False,,0,,,,,,GOLDEN APPLE,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19450207,,False,,0,,,,,,DANDILY (USA),1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19450227,,False,,0,,,,,,ALABLUE,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19450247,,False,,0,,,,,,SHIMMER,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19450267,,False,,0,,,,,,LEA LARK,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19450287,,False,,0,,,,,,EMALI,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19450303,,False,,0,,,,,,DYNAMO(USA),1,0,0,,4,9.0,0,1,0,,,,,2020-09-15 06:26:10
19450323,,False,,0,,,,,,WHIRL RIGHT,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19450449,,False,,0,,,,,,DAPHNE'S DELIGHT,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19450969,,False,,0,,,,,,CHAKITA,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19450989,,False,,0,,,,,,MUSAE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19451864,,False,,0,,,,,,GREENBRIDGE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19460003,,False,,0,,,,,,TATTING BIRD,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19460023,,False,,0,,,,,,BELINDA BLUE EYES,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19460043,,False,,0,,,,,,GAMBOL,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19460063,,False,,0,,,,,,WHITE ROSE,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19460083,,False,,0,,,,,,SCHWIFAT,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19460109,,False,,0,,,,,,MYRTLE BANK,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19460129,,False,,0,,,,,,MAZARINADE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19460149,,False,,0,,,,,,IRISH WITCH,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19460169,,False,,0,,,,,,THE MAID,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19460189,,False,,0,,,,,,PORT LUNA,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19460205,,False,,0,,,,,,RAISE YOU,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19460225,,False,,0,,,,,,PATMIGIRL,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19460245,,False,,0,,,,,,SEQUENCE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19460265,,False,,0,,,,,,JAZZ BABY,1,0,0,,4,9.0,0,1,0,,,,,2020-09-15 06:26:10
19460285,,False,,0,,,,,,MYRTLE CHARM,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19460301,,False,,0,,,,,,TWO LEA,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19460321,,False,,0,,,,,,TOWER ISLE,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19460407,,False,,0,,,,,,PRETTY BABY,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19460467,,False,,0,,,,,,WEE WALVIS,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19460705,,False,,0,,,,,,BOBRAE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19460785,,False,,0,,,,,,BLUE BESS,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19460801,,False,,0,,,,,,BLUE BOUQUET,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19460841,,False,,0,,,,,,LILLY VALENTI,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19463039_dam,,False,,0,,,,,,PALESTINIAN,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19470021,,False,,0,,,,,,MERRYHEART,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19470061,,False,,0,,,,,,FALINE,1,0,0,,4,9.0,0,1,0,,,,,2020-09-15 06:26:10
19470081,,False,,0,,,,,,BELLE OF TROY,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19470107,,False,,0,,,,,,RISKING,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19470127,,False,,0,,,,,,OUR PATRICE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19470147,,False,,0,,,,,,OISEAU,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19470167,,False,,0,,,,,,NO MA'AM,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19470187,,False,,0,,,,,,FLYING ALICE,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19470203,,False,,0,,,,,,PASHMINA,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19470223,,False,,0,,,,,,DENTIFRICE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19470243,,False,,0,,,,,,ALMAHMOUD,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19470263,,False,,0,,,,,,BUSANDA,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19470283,,False,,0,,,,,,GLEN ARVIS,1,0,0,,4,8.0,0,1,0,,,,,2020-09-15 06:26:10
19470309,,False,,0,,,,,,ILTIS,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19470329,,False,,0,,,,,,VERITE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19470349,,False,,0,,,,,,ROSIE V,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19470369,,False,,0,,,,,,MY RECIPE,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19470425,,False,,0,,,,,,RARE PERFUME,1,0,0,,4,1.0,0,1,0,,,,,2020-09-15 06:26:10
19470501,,False,,0,,,,,,SALIENT,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19470647,,False,,0,,,,,,PICTURE PLAY,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19470703,,False,,0,,,,,,JESSAMINE,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
19470723,,False,,0,,,,,,PARTICULAR,1,0,0,,4,,0,1,0,,,,,2020-09-15 06:26:10
